Date,Matched Price,Volume,Open Price,High Price,Low Price,Foreign Buy,Foreign Sell,Foreign Value
6/17/2021,79.65,2388800,80.35,80.7,79.48,832900,140400,63.4
6/18/2021,80.61,2971800,79.65,81.14,80,3227600,2178294,96.8
6/21/2021,79.3,4193600,80.61,80.61,79.3,414500,1463700,-95.5
6/22/2021,79.3,2242800,79.3,80.09,79.3,1260200,1230600,2.8
6/23/2021,78.78,3357300,79.3,79.48,78.51,509000,553700,-4.1
6/24/2021,77.64,4225000,78.78,78.95,77.29,353500,599124,-21.9
6/25/2021,78.51,2079300,77.64,78.69,77.64,609200,192200,37.2
6/28/2021,78.08,1847900,78.51,78.95,77.9,363900,136000,20.4
6/29/2021,79.65,4368100,78.08,80.26,77.9,1139500,102800,93.7
6/30/2021,79.13,2115600,79.65,79.74,78.95,821200,684400,12.4
7/1/2021,79.56,3811500,79.13,79.91,79.13,850600,798000,4.7
7/2/2021,78.86,2750900,79.56,79.65,78.86,925700,707700,19.8
7/5/2021,78.08,2931000,78.86,79.13,77.55,363300,516200,-12.3
7/6/2021,76.15,4706900,78.08,78.6,76.15,773100,1218900,-39.6
7/7/2021,78.6,4738700,76.15,78.6,75.8,2242100,161000,183.7
7/8/2021,77.38,1908900,78.6,78.6,77.03,667300,305700,24.5
7/9/2021,76.15,3058100,77.38,77.38,76.06,904000,689800,18.7
7/12/2021,75.54,4833100,76.15,77.03,73.79,624300,401500,18.9
7/13/2021,73.79,2883300,75.54,75.71,73.7,402900,1559300,-98
7/14/2021,74.4,4180200,73.79,75.01,73.79,2072200,2111700,-2.8
7/15/2021,74.57,3284100,74.4,75.54,73.96,1971400,962800,86
7/16/2021,75.19,1449600,74.57,75.45,74.66,587700,66300,44.8
7/19/2021,74.4,4111700,75.19,75.19,73.52,1511300,73300,121.8
7/20/2021,75.19,3207300,74.4,75.27,73.79,1517700,1373600,12.5
7/21/2021,74.66,1696200,75.19,75.19,74.57,1020600,997800,2
7/22/2021,75.98,2152400,74.66,76.24,74.66,765400,165600,51.8
7/23/2021,76.68,4126700,75.98,78.6,75.36,1622800,401500,106.1
7/26/2021,77.81,2791500,76.68,78.08,76.94,258700,223100,3.2
7/27/2021,76.59,2388200,77.81,78.34,76.59,288900,700600,-36.2
7/28/2021,76.06,1665500,76.59,76.59,75.8,545500,453000,8
7/29/2021,75.98,2648300,76.06,76.76,75.27,492200,419900,6.5
7/30/2021,75.36,4405200,75.98,76.33,75.19,260200,744200,-41.8
8/2/2021,75.71,2574300,75.36,76.06,75.27,536500,1022300,-42
8/3/2021,76.24,2714600,75.71,76.59,75.8,571000,725900,-13.6
8/4/2021,76.24,2873000,76.24,76.59,76.15,1201500,1025400,15.3
8/5/2021,75.8,2833600,76.24,76.24,75.8,164200,1116200,-82.6
8/6/2021,76.33,3960600,75.8,77.38,75.8,484700,1411200,-81
8/9/2021,76.76,2731300,76.33,76.94,76.15,1452700,2285500,-72.8
8/10/2021,78.25,5833300,76.76,78.78,77.03,890300,932900,-3.6
8/11/2021,79.56,5330400,78.25,80,78.6,1311100,848600,42.6
8/12/2021,79.21,4287800,79.56,80.09,79.04,1203040,1814240,-55.4
8/13/2021,78.69,4105500,79.21,79.21,78.08,1133700,867000,25.2
8/16/2021,78.34,3270800,78.69,79.3,77.9,98400,670300,-51.4
8/17/2021,78.16,2202200,78.34,78.86,77.99,632600,1016600,-34.4
8/18/2021,78.78,4710100,78.16,79.56,78.25,155300,1964800,-163.4
8/19/2021,79.04,3061300,78.78,79.21,78.6,479400,973800,-44.6
8/20/2021,76.85,4326800,79.04,79.04,76.15,111100,533500,-37.8
8/23/2021,75.27,4356500,76.85,76.85,75.27,598500,329600,23.3
8/24/2021,75.54,2375700,75.27,76.15,75.01,433900,154500,24.2
8/25/2021,76.06,1675500,75.54,76.24,75.27,268600,296500,-2.4
8/26/2021,76.15,1896000,76.06,76.76,75.89,739200,245100,43.2
8/27/2021,76.15,2346900,76.15,76.59,75.89,480200,756900,-24.1
8/30/2021,76.5,4306000,76.15,76.68,76.15,657864,3068464,-210.6
8/31/2021,76.5,2957200,76.5,76.68,76.24,681200,1251100,-49.8
9/1/2021,77.11,3430100,76.5,77.73,76.33,1044200,1701700,-57.9
9/6/2021,77.29,3212200,77.11,77.73,77.2,820300,1687600,-76.8
9/7/2021,76.84,2622200,77.29,78.18,76.84,770700,1212600,-38.3
9/8/2021,76.04,3682200,76.84,76.84,75.95,784500,1448500,-56.8
9/9/2021,75.86,2452400,76.04,76.13,75.68,220600,1354100,-96.7
9/10/2021,77.02,3962100,75.86,77.47,75.68,3046900,3700600,-55
9/13/2021,77.64,2956200,77.02,77.82,76.84,822900,395400,37.3
9/14/2021,77.47,2482900,77.64,77.73,77.11,1686600,1489900,17.1
9/15/2021,76.66,2425000,77.47,77.47,76.66,392900,1229600,-72.2
9/16/2021,76.93,1825400,76.66,77.02,76.49,2099500,2567700,-40.3
9/17/2021,77.02,5292600,76.93,78.71,76.84,1927100,2232600,-25.8
9/20/2021,78.98,5447700,77.02,79.34,77.73,1289400,225000,93.9
9/21/2021,79.07,3096300,78.98,79.16,78.09,969400,126100,74.4
9/22/2021,81.47,10050100,79.07,81.65,78.8,2537400,2080200,41.5
9/23/2021,80.85,3941300,81.47,82.27,80.49,1673300,1577800,8.8
9/24/2021,80.76,2990000,80.85,81.38,80.58,1285600,935000,31.7
9/27/2021,79.07,5053900,80.76,81.38,79.07,1845500,642900,108.3
9/28/2021,79.51,3757200,79.07,80.05,78.36,1646200,662080,87.5
9/29/2021,79.78,2763400,79.51,80.23,78.98,1043600,342500,62.5
9/30/2021,79.78,2799400,79.78,80.76,79.78,2212200,1297900,82.3
10/1/2021,79.96,3805400,79.78,80.49,79.34,3693955,3094355,53.6
10/4/2021,80.31,3060200,79.96,81.12,80.23,650500,869200,-19.9
10/5/2021,79.78,2268000,80.31,80.4,79.78,640300,400600,21.5
10/6/2021,79.51,2498500,79.78,80.23,79.42,556500,659300,-9.2
10/7/2021,79.07,2981800,79.51,79.6,79.07,861700,1049300,-16.7
10/8/2021,79.78,2618600,79.07,80.14,78.98,514400,1149000,-56.6
10/11/2021,80.14,2474800,79.78,80.49,79.69,505600,1099300,-42.1
10/12/2021,80.49,3616300,80.14,81.29,80.23,636400,1189500,-50.1
10/13/2021,80.23,3793100,80.49,81.29,80.14,869600,1598900,-66
10/14/2021,80.14,2006400,80.23,80.58,79.78,685100,763000,-7
10/15/2021,80.14,3206000,80.14,80.76,79.78,1952000,1378900,51.7
10/18/2021,79.96,2305800,80.14,80.23,79.42,1313892,1446792,-11.9
10/19/2021,80.4,5984500,79.96,80.58,79.96,4358800,4122154,21.3
10/20/2021,80.14,3480500,80.4,80.67,79.25,3789524,3083224,63.6
10/21/2021,79.34,2936500,80.14,80.23,79.34,2862900,1699600,104.5
10/22/2021,80.58,4487700,79.34,80.58,79.42,3234600,1381500,166.7
10/25/2021,80.23,2769500,80.58,80.67,80.05,1946600,1997100,-4.6
10/26/2021,79.78,1641200,80.23,80.31,79.6,75700,643500,-50.9
10/27/2021,80.49,3549900,79.78,80.67,79.87,1133500,1218600,-7.7
10/28/2021,80.67,4093700,80.49,81.47,80.58,1583100,1999200,-37.8
10/29/2021,80.76,3748500,80.67,81.03,80.4,2205400,2228500,-2.1
11/1/2021,80.14,5083800,80.76,81.29,79.96,257300,1571300,-118.8
11/2/2021,79.42,4888900,80.14,80.14,79.25,79300,958200,-78.5
11/3/2021,78.53,5547900,79.42,79.69,78.53,1482600,1946900,-41.3
11/4/2021,78.71,2513000,78.53,78.98,78.44,44100,535400,-42.6
11/5/2021,79.42,2654600,78.71,79.6,78.8,1374400,1298100,6.9
11/8/2021,80.85,6171800,79.42,81.12,79.78,2505600,1589200,82.9
11/9/2021,79.96,3695000,80.85,81.12,79.87,916600,863700,4.8
11/10/2021,79.87,2666100,79.96,80.23,79.51,100500,898300,-71.5
11/11/2021,79.78,3380600,79.87,80.49,79.51,291600,942600,-58.4
11/12/2021,79.51,2120400,79.78,80.23,79.34,575000,653300,-6.9
11/15/2021,79.25,3268000,79.51,79.78,79.25,536900,1184300,-57.7
11/16/2021,78.89,3251700,79.25,79.51,78.8,640000,821400,-16.1
11/17/2021,79.07,2514400,78.89,79.78,78.89,1273000,1767300,-43.9
11/18/2021,78.36,3900000,79.07,79.07,78.36,656900,1255300,-52.8
11/19/2021,76.66,5151200,78.36,78.71,76.58,217000,1444200,-107
11/22/2021,76.75,3497600,76.66,77.02,76.49,776600,1052600,-23.8
11/23/2021,76.84,2198800,76.75,77.2,76.58,473100,1319371,-73
11/24/2021,77.91,2124500,76.84,77.91,77.02,520700,227500,25.5
11/25/2021,77.91,2175400,77.91,78.53,77.64,271700,336600,-5.7
11/26/2021,78.62,3015700,77.91,79.07,77.91,795500,225100,50.3
11/29/2021,77.91,2835900,78.62,78.62,77.64,563400,343500,20.6
11/30/2021,78,3177100,77.91,79.07,78,1083500,972400,9.9
12/1/2021,77.91,1894500,78,78.89,77.82,1213500,1224800,-0.8
12/2/2021,77.82,1254100,77.91,78.36,77.82,963700,709200,22.3
12/3/2021,76.4,2900400,77.82,78.36,76.4,1053600,874800,15.6
12/6/2021,75.95,3168200,76.4,77.11,75.95,1060200,176800,76.1
12/7/2021,77.02,1530000,75.95,77.02,76.04,499600,590700,-7.8
12/8/2021,76.58,1294500,77.02,77.02,76.31,900400,1198623,-25.7
12/9/2021,77.47,1449900,76.58,77.55,76.31,912400,745300,14.5
12/10/2021,76.84,1485000,77.47,77.47,76.4,95600,513100,-36
12/13/2021,76.93,1495700,76.84,77.29,76.58,795216,434916,28.5
12/14/2021,76.84,1671200,76.93,77.38,76.75,759400,677900,7.1
12/15/2021,76.84,1214100,76.84,77.2,76.84,469100,162800,26.5
12/16/2021,77.11,1610300,76.84,77.11,76.58,880500,153400,62.9
12/17/2021,76.31,2660200,77.11,77.2,76.31,1212300,1761900,-46.8
12/20/2021,76.31,1807000,76.31,76.84,76.22,785300,393900,33.6
12/21/2021,76.13,1192900,76.31,76.58,76.13,641400,286600,30.4
12/22/2021,76.04,1844400,76.13,76.75,75.95,457500,340200,10.1
12/23/2021,75.42,2147800,76.04,76.04,75.24,540600,330100,17.9
12/24/2021,76.58,1148400,75.42,76.58,75.42,392800,121000,23.2
12/27/2021,76.66,1138300,76.58,76.93,76.31,415200,88200,28.1
12/28/2021,76.13,1544400,76.66,76.75,75.86,222800,465500,-20.8
12/29/2021,75.86,945400,76.13,76.22,75.77,121400,34200,7.4
12/30/2021,75.95,893100,75.86,76.22,75.77,161100,14500,12.5
12/31/2021,76.93,2325100,75.95,77.91,75.95,149100,88100,5.3
1/4/2022,77.2,1885600,76.93,77.82,77.2,354200,685800,-28.9
1/5/2022,76.75,3124600,77.2,77.47,76.58,645100,1661200,-87.8
1/6/2022,76.04,2848200,76.75,76.75,75.95,113600,1349700,-105.8
1/7/2022,75.86,2553900,76.04,76.22,75.68,65900,1540384,-125.6
1/10/2022,75.77,2146400,75.86,76.95,75.59,368600,787500,-34.1
1/11/2022,75.77,1829000,75.77,76.04,75.59,563100,252100,26.1
1/12/2022,75.23,2183600,75.77,75.86,74.87,585600,496600,7.4
1/13/2022,75.23,1711600,75.23,75.77,75.05,151400,391400,-19.9
1/14/2022,76.68,2516600,75.23,77.04,74.87,1268000,303100,81.3
1/17/2022,76.13,931900,76.68,76.95,75.95,860400,255000,50.7
1/18/2022,75.5,2100400,76.13,76.13,74.78,891800,289700,50.1
1/19/2022,75.5,1764900,75.5,75.59,74.87,1060500,922500,11.5
1/20/2022,75.14,1488400,75.5,75.5,75.05,471100,337400,11.1
1/21/2022,74.78,1576400,75.14,75.41,74.69,583000,253400,27.3
1/24/2022,73.33,2222200,74.78,74.87,73.33,799400,623920,14.2
1/25/2022,71.7,3758600,73.33,73.33,71.61,527700,2288300,-140.1
1/26/2022,72.15,1452100,71.7,72.88,71.79,553800,354600,16.9
1/27/2022,75.23,2039000,72.15,75.5,72.51,568100,292200,22.5
1/28/2022,75.23,2257400,75.23,76.23,74.96,1043900,1500100,-38.1
2/7/2022,75.59,1324200,75.23,76.04,75.05,657800,706900,-4
2/8/2022,74.23,2708900,75.59,75.59,74.23,1108000,1721200,-50.2
2/9/2022,74.96,1799300,74.23,75.77,74.23,888400,402300,40.3
2/10/2022,74.87,1612500,74.96,75.41,74.51,724100,465900,21.4
2/11/2022,74.23,1624600,74.87,74.87,74.14,891500,1182498,-23.9
2/14/2022,73.42,2971800,74.23,74.23,73.33,1012100,673800,27.6
2/15/2022,73.51,1465300,73.42,73.78,73.33,421500,528500,-8.7
2/16/2022,72.79,2825100,73.51,73.6,72.69,869700,1858600,-79.7
2/17/2022,73.15,1787700,72.79,73.51,72.79,862300,1182400,-25.9
2/18/2022,72.97,1808100,73.15,73.15,72.51,654900,833900,-14.4
2/21/2022,73.33,1280600,72.97,73.87,73.24,148400,219900,-5.8
2/22/2022,72.42,3204500,73.33,73.33,72.15,669600,843100,-13.7
2/23/2022,72.42,2200300,72.42,72.88,72.24,117700,1159100,-83.3
2/24/2022,71.16,2723500,72.42,72.42,71.07,74600,448800,-29.6
2/25/2022,71.43,1347700,71.16,71.97,71.43,197300,114700,6.5
2/28/2022,70.97,2258900,71.43,71.52,70.43,506600,654400,-11.5
3/1/2022,71.7,1273100,70.97,71.88,70.79,426300,189800,18.7
3/2/2022,71.07,2037100,71.7,71.7,70.61,699600,823500,-9.7
3/3/2022,70.97,1486600,71.07,71.52,70.79,626000,899100,-21.5
3/4/2022,70.52,2511600,70.97,70.97,70.43,989400,1890000,-70.3
3/7/2022,69.53,3530800,70.52,70.52,69.44,811600,1938100,-86.7
3/8/2022,68.89,2383000,69.53,69.53,68.8,499200,1190100,-52.7
3/9/2022,67.99,3003700,68.89,69.53,67.9,325400,1674480,-102
3/10/2022,69.8,2971800,67.99,70.52,68.8,658200,836700,-13.7
3/11/2022,70.61,2322900,69.8,71.07,69.8,546500,196800,27.3
3/14/2022,69.89,1654700,70.61,70.61,69.62,912800,786610,9.8
3/15/2022,69.89,1482600,69.89,70.16,69.07,1015700,568900,34.4
3/16/2022,69.98,1850400,69.89,70.61,69.71,906100,430600,36.8
3/17/2022,69.16,1354400,69.98,70.43,69.16,1028700,655700,28.9
3/18/2022,68.8,4233000,69.16,69.71,68.8,1834100,3819900,-150.9
3/21/2022,70.25,1884100,68.8,70.52,68.8,1409900,717700,53.4
3/22/2022,69.62,2390200,70.25,70.52,69.53,997200,1596000,-46.1
3/23/2022,68.89,3226000,69.62,69.71,68.71,785700,1951600,-89
3/24/2022,68.44,3389800,68.89,68.89,68.08,484200,2190208,-128.8
3/25/2022,68.08,2699500,68.44,68.62,67.99,464900,1313200,-63.9
3/28/2022,66.45,4038700,68.08,68.44,66.45,141600,1551500,-104.7
3/29/2022,68.35,2139300,66.45,68.35,66.54,1279300,933740,25.9
3/30/2022,68.98,3413800,68.35,69.35,67.99,919200,342600,44
3/31/2022,73.24,9645800,68.98,73.33,68.8,2918900,167600,218.2
4/1/2022,73.96,6112000,73.24,74.87,72.69,2480900,123000,193.2
4/4/2022,74.41,3808700,73.96,74.69,73.78,2007600,528700,121.2
4/5/2022,72.79,2202100,74.41,74.41,72.79,338100,190000,12
4/6/2022,71.79,4306700,72.79,73.51,71.61,845800,308700,43.1
4/7/2022,71.07,1760300,71.79,72.42,71.07,99500,244600,-11.5
4/8/2022,69.98,2738300,71.07,71.61,69.98,119100,725600,-47.4
4/12/2022,69.53,1776300,69.98,70.43,69.25,38000,203500,-12.7
4/13/2022,69.89,2118800,69.53,71.07,69.44,189800,602200,-31.9
4/14/2022,69.07,1810200,69.89,70.61,69.07,114300,639700,-40.3
4/15/2022,69.25,1362400,69.07,70.25,68.8,326500,163800,13.3
4/18/2022,69.71,2564300,69.25,70.52,69.16,338900,401400,-4.8
4/19/2022,68.8,1670200,69.71,70.34,68.8,282300,362900,-6.3
4/20/2022,68.44,1931100,68.8,69.44,68.44,345300,208300,10.4
4/21/2022,67.9,4615600,68.44,69.25,67.9,1942800,1192500,56.7
4/22/2022,68.71,2800400,67.9,69.25,68.35,1411200,266300,87
4/25/2022,66.54,2659800,68.71,69.07,66.09,908300,227400,50.7
4/26/2022,68.71,3883000,66.54,68.8,64.18,1947500,676500,93.7
4/27/2022,67.9,1826000,68.71,68.71,66.72,630500,615300,1.2
4/28/2022,67.26,1911000,67.9,67.9,66.81,1334200,1352200,-1.3
4/29/2022,67.17,1630100,67.26,67.9,66.99,748800,933900,-13.8
5/4/2022,65.63,1763900,67.17,67.35,65.63,91600,229900,-10.2
5/5/2022,65.27,1548200,65.63,66.27,64.73,103000,607100,-36.5
5/6/2022,63.55,2109800,65.27,65.27,62.92,149100,466700,-22.3
5/9/2022,63.37,2392100,63.55,64.73,63.01,579300,342300,16.6
5/10/2022,63.91,3106500,63.37,65.09,63.37,1180300,1533100,-24.9
5/11/2022,62.92,1793700,63.91,64.37,62.92,100600,1102100,-70.2
5/12/2022,60.2,3189100,62.92,63.19,60.2,900400,401800,34
5/13/2022,59.84,4590600,60.2,61.38,59.66,2655000,1309600,89.5
5/16/2022,59.57,1977800,59.84,61.2,59.48,1325000,1192300,8.7
5/17/2022,63.37,2105100,59.57,63.37,59.02,1091500,190600,63.1
5/18/2022,63.64,1983200,63.37,63.82,62.92,911400,294900,43.3
5/19/2022,62.46,1449400,63.64,63.64,62.46,789800,308400,33.2
5/20/2022,61.65,1296200,62.46,63.28,61.56,354400,344300,0.7
5/23/2022,60.02,2022200,61.65,62.19,59.93,224800,960300,-48.8
5/24/2022,62.37,2033000,60.02,62.37,60.2,625200,366100,17.9
5/25/2022,65.09,2362100,62.37,65.45,62.37,757900,132700,45
5/26/2022,64.55,1530800,65.09,65.09,64,213200,245200,-2.3
5/27/2022,66.09,3456900,64.55,66.36,64,1752800,973400,56.9
5/30/2022,65.63,2124400,66.09,66.09,65.18,858400,915200,-4.1
5/31/2022,64.91,2058700,65.63,65.63,64.91,620700,798800,-12.8
6/1/2022,65.09,1229600,64.91,65.72,64.55,513600,726200,-15.3
6/2/2022,64.37,1487800,65.09,65.18,64.09,544100,739300,-13.9
6/3/2022,63.64,1052800,64.37,64.55,63.37,323000,581900,-18.2
6/6/2022,64.09,1432000,63.64,64.46,63.37,206000,423400,-15.4
6/7/2022,63.91,1322200,64.09,64.09,63.37,274800,566600,-20.6
6/8/2022,64.28,1698600,63.91,64.64,64,230800,570800,-24.1
6/9/2022,63.55,1045100,64.28,64.37,63.55,197000,652700,-32
6/10/2022,62.92,1483300,63.55,63.55,62.92,236600,557500,-22.3
6/13/2022,60.11,2379700,62.92,62.92,59.93,236000,643200,-27
6/14/2022,59.84,1393200,60.11,61.11,59.21,324800,629000,-20.1
6/15/2022,58.39,2680600,59.84,60.2,58.39,1523900,2724700,-77.5
6/16/2022,61.56,2215500,58.39,61.83,58.84,1248900,590900,44.7
6/17/2022,60.38,2502800,61.56,62.1,59.02,1764200,898900,57.7
6/20/2022,62.46,2588200,60.38,63.1,60.11,939400,69300,60
6/21/2022,66.72,4839300,62.46,66.81,62.28,3176200,1105300,152.6
6/22/2022,63.91,2214000,66.72,66.72,63.91,303200,1080000,-54.8
6/23/2022,64,1103100,63.91,65.18,63.37,34100,168100,-9.5
6/24/2022,64.73,1684400,64,66,64.18,499600,369600,9.3
6/27/2022,64.37,1804300,64.73,65.27,63.64,227600,745200,-36.7
6/28/2022,64.09,3037200,64.37,65.81,63.46,611800,1921700,-92.7
6/29/2022,65.45,1941000,64.09,65.81,63.91,879600,1186200,-21.9
6/30/2022,65.36,3582600,65.45,67.72,65.36,408300,845300,-31.6
7/1/2022,66.72,2859000,65.36,66.9,65.18,820500,403500,30.7
7/4/2022,67.99,3139300,66.72,68.62,66.81,923200,495900,32.1
7/5/2022,66.18,2590800,67.99,68.26,66.09,630600,199400,31.5
7/6/2022,65.34,2360100,66.18,66.18,64.24,785400,578900,14.6
7/7/2022,67.47,3049600,65.34,67.47,64.7,1739300,56700,122.8
7/8/2022,67.47,1704200,67.47,67.75,67.01,554200,1555700,53.5
7/11/2022,67.47,2556900,67.47,69.04,66.55,1234500,501300,53.5
7/12/2022,67.75,976100,67.47,68.3,67.1,712000,408600,22.2
7/13/2022,67.01,1423500,67.75,68.03,66.92,602300,219400,27.8
7/14/2022,66.92,982300,67.01,67.66,66.73,513200,298120,15.6
7/15/2022,66.18,1475000,66.92,67.47,66.18,479800,138600,24.4
7/18/2022,66.27,1106700,66.18,66.73,66.08,463000,97700,26.2
7/19/2022,67.29,1530100,66.27,67.38,66.18,973900,433300,39.4
7/20/2022,67.47,1167800,67.29,68.03,67.29,423000,97600,23.8
7/21/2022,67.66,1720500,67.47,68.03,66.73,501800,464400,2.7
7/22/2022,66.55,712300,67.66,67.66,66.55,34100,168100,-1
7/25/2022,67.38,1242600,66.55,67.38,66.36,449900,145900,22.2
7/26/2022,66.55,1154000,67.38,67.47,66.36,745200,978800,-16.8
7/27/2022,66.73,789500,66.55,67.1,66.36,590100,400300,13.7
7/28/2022,67.1,1219400,66.73,67.29,66.82,801900,744700,4.2
7/29/2022,67.29,2582800,67.1,68.03,66.92,1056600,1121400,-4.7
8/1/2022,67.93,2527600,67.29,67.93,66.73,1385100,1308800,5.6
8/2/2022,67.84,2600900,67.93,68.58,67.19,960900,1699600,-54.2
8/3/2022,67.84,3134700,67.84,67.93,67.01,1402600,1307400,7
8/4/2022,67.75,1720600,67.84,67.84,67.29,202500,209600,-0.5
8/5/2022,67.1,2135400,67.75,67.84,67.1,418200,798000,-27.6
8/8/2022,66.73,2795800,67.1,67.1,66.64,619100,1404000,-56.7
8/9/2022,66.55,2129800,66.73,66.92,66.55,617700,939900,-23.2
8/10/2022,67.01,1544800,66.55,67.1,66.55,1291800,1480800,-13.7
8/11/2022,65.71,3884600,67.01,67.1,65.34,347500,1810200,-104
8/12/2022,66.45,1796100,65.71,66.45,65.62,688100,891100,-14.6
8/15/2022,66.08,2525800,66.45,66.55,65.9,52000,1654900,-114.6
8/16/2022,66.36,1688300,66.08,66.92,66.27,1606200,1804356,-14.2
8/17/2022,67.1,1316400,66.36,67.1,66.27,309100,125700,13.3
8/18/2022,67.84,4230600,67.1,68.03,67.1,1839500,257000,116.2
8/19/2022,68.49,5225600,67.84,68.86,67.38,1844100,251100,118
8/22/2022,68.12,2071700,68.49,69.13,68.12,777900,124500,48.2
8/23/2022,70.06,4551200,68.12,70.15,68.03,2254100,84400,164.5
8/24/2022,71.81,5443600,70.06,72.37,70.06,2761500,761400,155.4
8/25/2022,72,2182100,71.81,72.37,71.17,1158000,180600,76.1
8/26/2022,71.08,2463000,72,72.18,70.43,609000,295600,24.1
8/29/2022,69.78,3311500,71.08,71.08,69.69,834500,912600,-5.9
8/30/2022,70.24,2234900,69.78,70.61,69.78,466100,682376,-16.4
8/31/2022,69.78,1657100,70.24,70.61,69.78,444300,427500,1.3
9/5/2022,71.63,3169400,69.78,71.91,69.78,1662200,538200,87.1
9/6/2022,71.91,2649000,71.63,73.02,71.45,493100,36300,35.5
9/7/2022,69.97,2916400,71.91,71.91,69.97,593800,154800,33.2
9/8/2022,69.97,1351100,69.97,70.71,69.5,131600,47100,6.4
9/9/2022,70.15,1188500,69.97,70.71,69.78,556500,224900,25.2
9/12/2022,69.6,1386100,70.15,70.43,69.6,195421,488089,25.2
9/13/2022,69.97,1556500,69.6,70.24,69.5,861658,889328,-1.8
9/14/2022,68.4,2037900,69.97,69.97,68.21,37554,476305,-1.8
9/15/2022,68.86,1207500,68.4,69.5,68.49,596000,531704,-32.5
9/16/2022,70.24,2308600,68.86,70.24,68.76,1755340,191672,118.8
9/19/2022,69.5,1418000,70.24,70.24,69.23,612935,222652,29.3
9/20/2022,70.06,1139700,69.5,70.43,69.6,428440,303292,9.5
9/21/2022,71.08,2477500,70.06,71.72,69.87,589652,80880,39.1
9/22/2022,71.08,1033500,71.08,71.26,70.24,299400,322044,-1.7
9/23/2022,70.89,1398600,71.08,71.45,70.71,769400,544700,17.2
9/26/2022,68.4,3386000,70.89,70.89,68.12,1510400,2345108,-61.8
9/27/2022,66.92,2415500,68.4,69.23,66.82,962400,2184580,-88.5
9/28/2022,66.36,2145700,66.92,67.47,65.53,997900,1542800,-39.1
9/29/2022,67.19,2033200,66.36,67.93,66.73,1114100,939684,12.7
9/30/2022,66.82,2345100,67.19,67.75,66.45,771420,1044458,-19.7
10/3/2022,65.62,2039100,66.82,67.01,65.62,906912,1065696,-11.3
10/4/2022,65.53,1631300,65.62,66.36,64.7,625000,880620,-18.1
10/5/2022,66.18,1493400,65.53,66.55,65.62,789000,709788,5.7
10/6/2022,64.7,1503000,66.18,66.18,64.7,500418,522401,-1.5
10/7/2022,64.51,2685300,64.7,65.9,61.46,1268100,498500,53.7
10/10/2022,65.16,1661900,64.51,66.08,62.29,676344,499763,12.4
10/11/2022,64.88,1718400,65.16,66.08,64.33,1017300,343560,47.3
10/12/2022,66.18,1274000,64.88,66.27,64.79,816710,355286,33
10/13/2022,68.21,3171000,66.18,68.21,65.44,1984104,563100,104.9
10/14/2022,68.4,1436500,68.21,68.86,68.12,1202600,687245,38.1
10/17/2022,68.49,1679700,68.4,69.41,68.12,1316000,300739,75.2
10/18/2022,70.71,3137000,68.49,71.17,69.04,2016200,381572,125
10/19/2022,70.8,1038000,70.71,70.98,70.34,732400,128100,46.2
10/20/2022,71.63,2290400,70.8,71.63,70.06,1173200,345400,63.9
10/21/2022,71.17,2097600,71.63,72.46,70.71,1382800,150100,95.5
10/24/2022,68.4,1578600,71.17,71.35,68.4,662500,350100,23.9
10/25/2022,70.24,1657600,68.4,70.98,68.49,801600,574800,17
10/26/2022,70.24,824700,70.24,70.61,69.87,264400,162500,7.7
10/27/2022,72.55,2283600,70.24,72.55,70.24,981200,58600,71.8
10/28/2022,72.09,1438800,72.55,72.65,71.81,1086417,478104,47.4
10/31/2022,72.55,1572200,72.09,72.55,71.45,1243050,661809,45.6
11/1/2022,74.13,3180100,72.55,76.25,72.55,752108,671420,6.5
11/2/2022,72.37,1830500,74.13,74.22,72.37,608016,905500,-23.3
11/3/2022,73.94,1278300,72.37,74.59,72.09,873150,108410,61.2
11/4/2022,73.94,2909200,73.94,74.86,72.09,1929810,893713,82.9
11/7/2022,75.97,2638300,73.94,75.97,73.94,1265600,86198,96.9
11/8/2022,76.16,2301400,75.97,76.16,73.57,1581961,971052,50.3
11/9/2022,74.77,2701100,76.16,76.16,73.94,1150900,1321480,-13.8
11/10/2022,72.46,2637600,74.77,74.86,71.17,871934,959802,-6.9
11/11/2022,72.46,1564400,72.46,74.31,72.46,1073700,593621,37.6
11/14/2022,73.02,2596800,72.46,75.79,70.34,1597300,1324333,21.6
11/15/2022,71.17,2089600,73.02,73.39,70.71,1668400,1368380,23.1
11/16/2022,68.86,3542600,71.17,72.83,68.21,1696800,2913943,-90.7
11/17/2022,70.24,2599500,68.86,72.37,69.41,1658140,1807620,-11.4
11/18/2022,71.17,2229300,70.24,71.91,69.97,1566921,1235967,25.5
11/21/2022,72,1787400,71.17,72,71.08,1319342,803404,40.2
11/22/2022,73.48,2281200,72,74.13,71.54,1458600,520884,74.5
11/23/2022,73.39,773100,73.48,73.66,72.37,505756,318809,14.8
11/24/2022,75.05,2881100,73.39,75.05,72.92,2228130,1334652,72.6
11/25/2022,75.97,2596100,75.05,76.44,74.86,1559500,523355,85.2
11/28/2022,75.51,2299200,75.97,77.08,75.51,1149850,294704,69.9
11/29/2022,76.71,2404200,75.51,76.99,74.4,1195400,685305,42.3
11/30/2022,76.53,1995600,76.71,76.71,75.33,785212,885100,-8.3
12/1/2022,76.16,2216800,76.53,76.62,75.42,1246100,875362,30.5
