Date,Matched Price,Volume,Open Price,High Price,Low Price,Foreign Buy,Foreign Sell,Foreign Value
12/2/2022,77.64,2521800,76.16,77.64,75.79,1733860,447000,108.1
12/5/2022,78.56,2066000,77.64,79.12,77.73,1003174,353260,55.2
12/6/2022,76.25,1395300,78.56,78.65,76.25,712840,384400,27.1
12/7/2022,76.25,1839600,76.25,77.91,75.6,1027010,863123,13.5
12/8/2022,74.86,1597100,76.25,77.64,74.86,541100,540510,0
12/9/2022,73.94,2408500,74.86,75.6,73.94,816700,1306150,-39.2
12/12/2022,72.55,3142700,73.94,75.7,72.46,1460551,1975543,-40.4
12/13/2022,72.09,3610400,72.55,73.39,71.35,2186674,3418452,-96.1
12/14/2022,71.63,3522100,72.09,73.39,71.63,992500,2589469,-123.8
12/15/2022,71.72,2595300,71.63,73.2,71.45,590500,1603234,-78.6
12/16/2022,72.09,3002000,71.72,72.83,71.72,1051020,1987309,-73
12/19/2022,71.17,2422700,72.09,72.55,71.17,725869,1172100,-34.4
12/20/2022,72.74,3030300,71.17,73.66,71.08,1067210,726940,26.8
12/21/2022,73.66,2305500,72.74,74.5,73.48,714420,358300,28.4
12/22/2022,72.44,1587300,73.66,74.79,72.44,587352,722970,-10.4
12/23/2022,71.69,1561800,72.44,73.57,71.69,513420,528600,-1.2
12/26/2022,71.5,1657600,71.69,73,71.41,715330,280160,33.1
12/27/2022,72.06,1586800,71.5,73.38,71.5,812100,387213,32.5
12/28/2022,72.44,1188500,72.06,73.38,72.06,576820,304400,21
12/29/2022,72.44,1329700,72.44,73.57,72.44,785900,424700,27.8
12/30/2022,71.59,1199300,72.44,73.38,71.59,494500,554397,-4.6
1/3/2023,73.85,1496000,71.59,73.85,71.69,918900,337900,45.6
1/4/2023,74.6,1089800,73.85,74.6,73.95,615006,147877,37
1/5/2023,76.39,2469800,74.6,76.58,74.32,1446802,409204,84.3
1/6/2023,75.07,1269700,76.39,76.39,74.89,573744,261082,25
1/9/2023,75.92,948300,75.07,75.92,74.89,459030,32515,34.4
1/10/2023,76.2,1196000,75.92,76.67,75.83,601300,140984,37.3
1/11/2023,74.7,1534700,76.2,76.77,74.7,574500,912160,-26.8
1/12/2023,75.26,684900,74.7,75.45,74.6,474900,235279,19.2
1/13/2023,75.83,1449000,75.26,76.3,75.36,883400,603397,22.6
1/16/2023,74.7,654700,75.83,76.01,74.7,385820,581608,-15.5
1/17/2023,76.11,1671400,74.7,76.2,74.7,1311397,681204,51
1/18/2023,76.49,1297900,76.11,76.67,75.92,849000,718940,10.6
1/19/2023,76.49,2627700,76.49,76.67,75.26,1773200,1489669,23.1
1/27/2023,75.26,2331800,76.49,77.05,74.89,884400,1724208,-67.2
1/30/2023,74.7,1614000,75.26,75.26,74.7,768200,1051870,-22.5
1/31/2023,72.53,4817500,74.7,74.79,72.35,1609945,3635454,-156.2
2/1/2023,72.63,1810400,72.53,73.19,72.35,498200,1003520,-39
2/2/2023,72.16,1494400,72.63,72.91,72.16,685000,819007,-10.3
2/3/2023,71.5,1855200,72.16,72.53,71.41,744710,845600,-7.7
2/6/2023,72.82,1910700,71.5,72.91,71.41,1089001,775700,24.2
2/7/2023,71.59,1274400,72.82,73,71.59,799400,482345,24.1
2/8/2023,71.31,1550000,71.59,72.06,71.22,567995,891300,-24.5
2/9/2023,70.56,1593600,71.31,71.5,70.56,103659,843878,-55.5
2/10/2023,71.41,1236100,70.56,71.41,70.56,197800,426060,-17.3
2/13/2023,70.84,1569000,71.41,71.41,69.71,561413,869480,-23.2
2/14/2023,70.28,1073500,70.84,71.22,69.99,569470,532250,2.8
2/15/2023,71.5,1443500,70.28,71.5,69.99,655100,529410,9.6
2/16/2023,71.97,691300,71.5,71.97,71.12,378100,79400,22.9
2/17/2023,71.5,777000,71.97,71.97,70.84,640410,564088,5.8
2/20/2023,72.91,1385300,71.5,72.91,71.03,521381,338740,14.2
2/21/2023,72.63,888300,72.91,73,72.16,389100,261739,9.8
2/22/2023,71.03,1295600,72.63,72.63,71.03,449900,908300,-34.6
2/23/2023,71.22,2327900,71.03,72.35,69.99,1307612,1261255,3.5
2/24/2023,70.28,1681000,71.22,71.5,70.09,957400,1201200,-18.2
2/27/2023,70.75,1112500,70.28,71.41,69.62,710280,248689,34.7
2/28/2023,71.03,1034300,70.75,71.41,70.65,753283,454948,22.5
3/1/2023,72.35,1635500,71.03,72.44,70.56,699100,396882,23.2
3/2/2023,71.97,1088800,72.35,72.35,71.59,614500,410600,15.6
3/3/2023,71.5,704200,71.97,72.25,70.56,413300,240300,13.1
3/6/2023,70.56,891800,71.5,72.06,70.56,223278,369329,-11
3/7/2023,71.31,1170900,70.56,71.69,71.03,594898,615962,-1.6
3/8/2023,71.97,1244400,71.31,71.97,70.56,744628,550543,14.8
3/9/2023,71.97,1389700,71.97,72.53,71.69,721305,339175,29.2
3/10/2023,72.35,1427700,71.97,72.63,71.59,763465,270942,37.9
3/13/2023,72.35,1824500,72.35,72.53,72.06,1030490,248300,60.2
3/14/2023,72.06,1735100,72.35,72.35,71.12,1218173,816592,30.8
3/15/2023,72.53,1960200,72.06,72.72,71.97,1098900,1000500,7.6
3/16/2023,71.59,392300,72.53,72.53,71.5,1161131,1243280,-6.3
3/17/2023,70.09,2432800,71.59,71.88,70.09,265600,2142720,-139.8
3/20/2023,69.9,1609600,70.09,70.56,69.71,248310,662833,-30.8
3/21/2023,69.99,1350200,69.9,70.65,69.81,415100,717198,-18.2
3/22/2023,69.99,900200,69.99,70.28,69.99,99300,320100,-16.4
3/23/2023,70.84,1285000,69.99,70.84,69.62,910100,501200,30.7
3/24/2023,70.56,932300,70.84,71.03,70.37,578800,527200,3.9
3/27/2023,70.18,1371500,70.56,70.56,69.9,220900,1073419,-63.6
3/28/2023,69.99,1650000,70.18,70.84,69.99,579010,1168147,-43.8
3/29/2023,70.46,907400,69.99,70.46,69.99,247800,556122,-23.1
3/30/2023,70.46,801900,70.46,70.93,70.18,496700,169462,24.5
3/31/2023,69.99,1076100,70.46,70.93,69.99,422143,475967,-4
4/3/2023,69.99,850600,69.99,70.46,69.81,132310,451400,-23.7
4/4/2023,69.81,1819000,69.99,70.09,69.81,213010,974303,-56.5
4/5/2023,70.09,963400,69.81,70.37,69.71,201400,515418,-23.4
4/6/2023,69.9,905600,70.09,70.18,69.9,145700,338000,-14.3
4/7/2023,70.28,739800,69.9,70.28,69.9,77650,116731,-2.9
4/10/2023,69.99,832700,70.28,70.28,69.99,202700,231410,-2.1
4/11/2023,69.99,782800,69.99,70.09,69.71,98900,503161,-30.1
4/12/2023,69.9,979100,69.99,69.99,69.62,132209,482842,-26.1
4/13/2023,69.15,889600,69.9,69.99,69.15,920305,1231240,-22.9
4/14/2023,68.49,1294000,69.15,69.34,68.49,157445,640893,-35.2
4/17/2023,67.45,1365400,68.49,68.58,67.45,248310,845134,-42.8
4/18/2023,68.68,931800,67.45,68.68,67.55,1317505,1290271,2
4/19/2023,67.74,816300,68.68,68.77,67.74,122064,403189,-20.2
4/20/2023,68.21,789300,67.74,68.3,67.55,232500,227500,0.4
4/21/2023,66.7,1107600,68.21,68.21,66.61,528331,1092878,-40
4/24/2023,66.32,1134600,66.7,66.89,66.04,955556,1305860,-24.7
4/25/2023,65.76,1370200,66.32,67.17,65.67,303226,734660,-30.2
4/26/2023,66.8,941600,65.76,66.8,65.85,4705718,4622118,5.9
4/27/2023,65.38,1369100,66.8,66.8,65.38,139100,740700,-42.1
4/28/2023,65.67,777800,65.38,66.04,65.57,557600,398200,11.2
5/4/2023,64.82,2499400,65.67,65.85,64.35,903700,1454900,-38
5/5/2023,64.73,712200,64.82,65.1,64.54,260600,301700,-2.8
5/8/2023,66.04,1102300,64.73,66.23,64.91,500000,161900,23.7
5/9/2023,66.51,871300,66.04,66.8,66.32,594900,125800,33.2
5/10/2023,66.32,951600,66.51,66.89,66.32,323000,152900,12.1
5/11/2023,65.85,447300,66.32,66.7,65.85,88900,212700,-8.7
5/12/2023,65.48,1214100,65.85,66.23,65.38,293800,790300,-34.6
5/15/2023,64.91,1537800,65.48,65.76,64.91,161400,929100,-53.2
5/16/2023,65.57,1380300,64.91,65.57,64.91,123300,700700,-39.9
5/17/2023,64.91,1869200,65.57,65.57,64.73,302800,1532000,-84.9
5/18/2023,65.57,2420300,64.91,65.85,64.44,307200,1427800,-77
5/19/2023,64.73,1060800,65.57,65.57,64.54,20500,650200,-43.3
5/22/2023,64.26,1648900,64.73,64.91,64.16,26800,1182100,-79.2
5/23/2023,63.22,2681500,64.26,64.35,63.03,89900,1955400,-126.3
5/24/2023,62.37,2350000,63.22,63.41,62.19,121500,1550600,-95.2
5/25/2023,63.13,1305500,62.37,63.5,62.09,260600,316300,-3.7
5/26/2023,63.13,904500,63.13,63.97,63.13,98500,271000,-11.6
5/29/2023,63.13,1043600,63.13,63.69,63.13,110800,262000,-10.2
5/30/2023,62.56,1770500,63.13,63.41,62.56,116500,886800,-51.4
5/31/2023,62.19,1466600,62.56,62.84,62.19,24900,704300,-45.1
6/1/2023,62.19,1214500,62.19,62.56,62.09,11600,407100,-26.2
6/2/2023,62,2969700,62.19,62.37,61.62,32000,1117900,-71.7
6/5/2023,62.56,3323000,62,63.22,62.28,60500,1519400,-97.2
6/6/2023,62.47,3423000,62.56,62.94,62.09,187800,2377700,-145.4
6/7/2023,62.28,3719000,62.47,62.75,62.09,319000,2232100,-126.8
6/8/2023,61.62,5036500,62.28,62.56,61.62,155000,3359400,-211.3
6/9/2023,61.9,2080200,61.62,62.56,61.62,118000,819600,-46.1
6/12/2023,63.88,5450300,61.9,63.97,62.09,635600,1563300,-62.4
6/13/2023,63.6,4943400,63.88,64.26,63.5,1473200,2459900,-66.9
6/14/2023,63.13,4910200,63.6,64.16,63.13,735700,2405800,-112.7
6/15/2023,62.37,4687800,63.13,63.41,62.28,438400,2088000,-109.9
6/16/2023,62.19,5993000,62.37,62.66,62.09,2325000,3418800,-72.5
6/19/2023,61.9,3279400,62.19,62.66,61.72,58400,1051900,-65.6
6/20/2023,61.62,2963000,61.9,62,61.62,51200,1292400,-81.5
6/21/2023,62.37,3490900,61.62,62.37,61.62,721800,1881300,-76.3
6/22/2023,62.94,5610600,62.37,63.31,62.37,1173700,1767200,-39.6
6/23/2023,64.91,11647500,62.94,65.38,63.03,2396000,2136600,18.1
6/26/2023,66.32,10558900,64.91,66.51,64.26,1754900,3316100,-108.2
6/27/2023,66.32,5978900,66.32,66.61,65.48,1240400,1820500,-40.5
6/28/2023,66.51,5768300,66.32,66.7,65.57,1833500,1710000,8.9
6/29/2023,67.64,7108600,66.51,68.11,65.95,1204700,166700,74.6
6/30/2023,66.8,3645000,67.64,67.74,66.61,680400,713500,-2.4
7/3/2023,66.51,3186200,66.8,67.17,66.14,496900,592500,-6.8
7/4/2023,66.32,4576500,66.51,66.98,65.95,1267700,623900,45.3
7/5/2023,65.67,6322300,66.32,66.61,65.48,1088800,1148500,-4.3
7/6/2023,66.32,7631000,65.67,66.51,65.67,1015100,1995600,-68.9
7/7/2023,66.7,5780500,66.32,66.98,66.23,1192600,2499900,-92.4
7/10/2023,67.83,6171100,66.7,68.39,66.98,271700,337900,-4.7
7/11/2023,68.49,5702300,67.83,69.05,67.45,1438100,788200,47.1
7/12/2023,68.68,3585900,68.49,68.86,68.3,653200,1414600,-55.4
7/13/2023,68.77,3783500,68.68,69.43,68.58,267200,246600,1.5
7/14/2023,68.96,5209700,68.77,69.05,67.83,903000,188200,52
7/17/2023,68.02,3922800,68.96,69.24,67.92,386000,1275400,-64.7
7/18/2023,68.11,2930000,68.02,68.3,67.92,860500,484700,27.2
7/19/2023,68.3,2945100,68.11,68.68,68.11,1302300,61200,90.2
7/20/2023,68.3,2600700,68.3,68.49,68.02,1294400,85600,87.7
7/21/2023,69.15,3116100,68.3,69.15,68.21,1411900,134100,93.5
7/24/2023,69.24,2535300,69.15,69.62,68.96,745000,409400,24.7
7/25/2023,70.09,4245900,69.24,70.28,68.77,1020400,490600,39.3
7/26/2023,70.56,3189700,70.09,70.75,69.9,828300,297900,39.7
7/27/2023,71.22,4178200,70.56,71.31,70.37,832200,446000,29
7/28/2023,72.82,5473600,71.22,73.1,71.12,1424200,198700,94
7/31/2023,73.38,3364900,72.82,73.76,72.63,1007100,422200,45.5
8/1/2023,71.5,5730800,73.38,73.38,71.5,941600,885700,4.2
8/2/2023,71.59,2678900,71.5,71.97,70.84,319500,694300,-28.4
8/3/2023,69.67,2917600,71.59,71.59,69.67,259100,322100,-4.7
8/4/2023,70.06,3165200,69.67,70.06,69.1,399600,127000,19.9
8/7/2023,71.88,4317900,70.06,71.88,69.39,1399700,286900,82.4
8/8/2023,71.5,3430500,71.88,71.88,70.92,803700,319300,36
8/9/2023,70.15,3705000,71.5,71.5,69.87,1029000,1155700,-9.4
8/10/2023,70.15,2733200,70.15,71.02,69.96,1303700,376600,68.1
8/11/2023,70.54,2181300,70.15,70.54,69.48,768700,246000,38.3
8/14/2023,70.44,3066500,70.54,70.54,69.58,1709500,1426500,20.8
8/15/2023,69.87,2219700,70.44,70.44,69.77,630800,623500,0.6
8/16/2023,70.15,2083900,69.87,70.54,69.58,279800,457900,-12.9
8/17/2023,70.63,4580900,70.15,71.5,69.96,1051600,394500,48.7
8/18/2023,70.35,7106200,70.63,71.79,69.19,3380500,837000,187.9
8/21/2023,69.96,3055200,70.35,70.83,69.77,1530300,319400,88.7
8/22/2023,69.77,3075100,69.96,70.25,68.23,588500,395000,14
8/23/2023,70.54,3072800,69.77,70.63,68.71,1430100,690100,54.1
8/24/2023,71.69,4419900,70.54,71.88,70.06,1897800,181300,127.7
8/25/2023,71.88,2751400,71.69,72.26,71.31,515300,410600,7.8
8/28/2023,74.76,5466800,71.88,74.95,71.98,1503900,466900,80.2
8/29/2023,74.28,4199900,74.76,74.76,73.13,1475500,808800,51.5
8/30/2023,74.66,2659700,74.28,75.34,73.42,926400,500700,33.2
8/31/2023,74.66,3836000,74.66,75.72,73.99,1582100,1490800,7.2
9/5/2023,76.87,6839900,74.66,77.26,74.95,3971200,1520200,195
9/6/2023,76.78,2280400,76.87,76.87,76.3,490400,352500,11
9/7/2023,76.3,3526700,76.78,76.78,75.43,1145900,620500,41.7
9/8/2023,76.78,2774900,76.3,76.87,75.91,855800,263500,47.3
9/11/2023,76.3,4234900,76.78,77.83,74.47,844500,905900,-4.3
9/12/2023,77.06,2668500,76.3,77.45,75.14,786300,821400,-2.7
9/13/2023,75.91,2507000,77.06,77.06,75.53,833700,625400,16.6
9/14/2023,76.2,2482600,75.91,76.78,75.24,1464300,203400,99.8
9/15/2023,76.3,5614800,76.2,77.93,75.82,2840700,1798700,83.9
9/18/2023,75.72,1322100,76.3,76.58,75.53,0,0,0
9/19/2023,75.72,2571700,75.72,75.72,74.28,618900,441600,13.9
9/20/2023,75.14,1842800,75.72,75.72,74.86,498800,980800,-37.8
9/21/2023,74.86,2537900,75.14,75.14,74.18,723600,707400,1.3
9/22/2023,74.38,4244900,74.86,75.14,72.74,2056900,713700,103.4
9/25/2023,74.47,2755500,74.38,75.34,73.61,1357000,463400,69.7
9/26/2023,73.03,2534600,74.47,74.86,72.94,1189000,1172000,1.4
9/27/2023,73.51,2273300,73.03,73.51,71.79,763900,503400,19.7
9/28/2023,71.79,1889300,73.51,73.51,71.79,304600,419400,-8.5
9/29/2023,71.21,1403900,71.79,73.32,71.21,361500,445600,-6.1
10/2/2023,72.55,1159900,71.21,72.55,71.21,490900,112500,28.5
10/3/2023,71.02,1993700,72.55,72.55,70.92,322800,199600,9.1
10/4/2023,71.4,1077900,71.02,71.59,70.44,464800,218800,18.3
10/5/2023,69.77,2571400,71.4,71.4,69.77,201000,809900,-44.8
10/6/2023,71.21,1227000,69.77,71.21,69.67,657000,21500,46.9
10/9/2023,70.73,830900,71.21,71.21,70.63,21500,243300,-16.4
10/10/2023,71.4,1023900,70.73,71.98,71.02,36200,155100,-8.9
10/11/2023,71.4,1134400,71.4,71.79,71.02,151900,237000,-6.3
10/12/2023,72.46,2534800,71.4,72.84,71.5,148400,355200,-15.5
10/13/2023,72.74,1487000,72.46,73.22,71.98,127400,194300,-5.1
10/16/2023,72.17,1344400,72.74,72.74,71.69,303300,105300,14.9
10/17/2023,71.79,1421900,72.17,73.03,71.79,398100,300400,7.5
10/18/2023,70.92,2572400,71.79,71.79,69.48,612400,957100,-25.3
10/19/2023,68.52,3904700,70.92,70.92,68.04,978900,1682100,-50.7
10/20/2023,69.39,2371800,68.52,69.58,67.37,1139900,854400,20.8
10/23/2023,67.37,2725900,69.39,69.39,67.27,237700,1247900,-71.2
10/24/2023,67.47,1099500,67.37,67.95,67.27,88300,536900,-31.6
10/25/2023,66.22,2423700,67.47,67.95,66.22,94300,429900,-23.6
10/26/2023,64.3,5201700,66.22,66.22,63.24,1834300,424900,94.3
10/27/2023,65.26,1811000,64.3,65.26,63.92,582200,594500,-0.7
10/30/2023,64.88,1047000,65.26,65.26,64.4,319300,190200,8.8
10/31/2023,65.26,2183600,64.88,66.7,64.88,916900,588700,22.6
11/1/2023,67.56,2337200,65.26,67.66,65.16,1128500,393000,51.2
11/2/2023,68.04,2390200,67.56,68.04,66.99,762800,1033500,-19
11/3/2023,67.18,1692700,68.04,68.04,66.99,540100,698900,-11.1
11/6/2023,68.14,1136800,67.18,68.62,67.27,421700,591000,-11.9
11/7/2023,67.95,1474700,68.14,68.14,66.99,267600,481000,-15
11/8/2023,68.52,2339600,67.95,68.62,66.99,575900,1089400,-36.3
11/9/2023,67.85,3420100,68.52,69.19,67.85,656900,2087100,-102.1
11/10/2023,66.79,2833100,67.85,67.95,66.79,591200,1244300,-45.8
11/13/2023,65.93,1730800,66.79,67.18,65.83,84700,384300,-20.8
11/14/2023,66.12,2996000,65.93,66.6,65.45,221918,2182775,-134.7
11/15/2023,67.85,3949400,66.12,68.91,67.18,1642200,1111600,37.9
11/16/2023,67.47,2338200,67.85,68.43,67.08,0,0,0
11/17/2023,67.18,2335800,67.47,68.23,66.41,209900,350100,-9.8
11/20/2023,66.51,1770000,67.18,67.18,66.22,146100,663000,-35.8
11/21/2023,66.7,2959800,66.51,66.99,66.12,173300,1867300,-117.3
11/22/2023,66.6,1302200,66.7,67.37,66.22,166600,406900,-16.7
11/23/2023,65.93,1623100,66.6,67.08,65.93,112500,396700,-19.7
11/24/2023,65.55,3128900,65.93,66.12,64.88,575700,1282200,-48.1
11/27/2023,65.36,1333300,65.55,65.64,65.16,234600,363300,-8.8
11/28/2023,65.74,1775600,65.36,65.74,64.78,313100,797000,-32.9
11/29/2023,65.64,1262500,65.74,66.03,65.45,160500,496500,-23
11/30/2023,64.68,2581600,65.64,65.93,64.68,194500,1727300,-104
12/1/2023,65.64,1391800,64.68,65.74,64.97,396800,266100,8.9
12/4/2023,66.03,3006800,65.64,66.7,65.64,613700,1033100,-28.9
12/5/2023,65.36,2302100,66.03,66.22,65.26,66100,1406700,-91.6
12/6/2023,65.74,1606600,65.36,65.83,65.36,135700,898400,-52.1
12/7/2023,65.64,3874400,65.74,66.03,64.78,837900,1658400,-55.7
12/8/2023,66.22,3729400,65.64,66.51,65.26,118300,1232200,-76.6
12/11/2023,67.18,4734500,66.22,67.66,67.08,766600,1009700,-17.1
12/12/2023,66.6,2788700,67.18,67.27,66.22,556400,1438900,-61.2
12/13/2023,65.45,4511000,66.6,66.89,65.36,89500,1890300,-123.8
12/14/2023,65.64,1462000,65.45,66.12,65.45,240000,535100,-20.2
12/15/2023,65.36,3739700,65.64,65.83,65.36,1872400,2442200,-39
12/18/2023,64.3,3513100,65.36,65.45,64.3,257600,1625300,-92.3
12/19/2023,64.3,3061900,64.3,64.68,63.63,154500,1463900,-87.4
12/20/2023,65.36,2603900,64.3,65.45,64.3,831600,801000,2.2
12/21/2023,65.07,2585900,65.36,65.55,65.07,884700,1202600,-21.5
12/22/2023,64.88,2145700,65.07,65.36,64.78,749300,1165900,-28.2
12/25/2023,65.16,2672700,64.88,65.93,64.88,270200,717900,-30.5
12/26/2023,65.26,1975400,65.16,65.74,65.26,261100,1064300,-54.8
12/27/2023,65.26,1626400,65.26,65.94,65.26,117600,731000,-41.5
12/28/2023,66.23,2408700,65.26,66.23,65.26,675100,467600,14.1
12/29/2023,65.36,1954700,66.23,66.42,65.36,109100,911300,-54.4
1/2/2024,66.03,2142800,65.94,66.23,65.65,419100,391000,1.9
1/3/2024,66.71,1889800,66.13,66.71,65.74,221800,142500,5.5
1/4/2024,66.71,3401500,66.81,67.19,66.71,171700,478600,-21.2
1/5/2024,66.52,1475700,67,67,66.23,143100,282600,-9.6
1/8/2024,65.94,2396400,66.71,66.81,65.94,129300,640000,-35
1/9/2024,65.84,2460400,65.94,66.23,65.74,103700,1267300,-79.3
1/10/2024,65.26,3006600,65.84,65.84,65.16,238700,995200,-51.3
1/11/2024,65.65,2083900,65.26,66.23,65.26,280700,822300,-36.7
1/12/2024,64.97,3283000,65.36,65.65,64.78,233500,1790700,-104.8
1/15/2024,64.78,2226700,64.97,65.26,64.78,58700,1329300,-85.2
1/16/2024,65.16,2072400,64.78,65.16,64.49,359700,1273900,-61.1
1/17/2024,64.87,1826400,65.26,65.65,64.78,343400,834300,-33.1
1/18/2024,65.16,1228400,65.07,65.55,65.07,140100,313800,-11.7
1/19/2024,65.74,2619900,65.16,66.32,65.16,407800,832100,-28.8
1/22/2024,66.03,1959800,65.74,66.42,65.74,303700,533600,-15.7
1/23/2024,65.45,2112000,66.03,66.03,65.36,705600,773300,-4.6
1/24/2024,65.07,2083500,65.55,65.74,64.97,175100,957200,-52.8
1/25/2024,64.68,2660500,65.16,65.26,64.68,251600,1219700,-64.9
1/26/2024,64.78,1675800,64.78,65.26,64.78,133100,708200,-38.6
1/29/2024,64.78,1732800,64.87,65.07,64.68,102000,992600,-59.7
1/30/2024,64.68,1790400,65.07,65.07,64.68,176100,1397500,-81.8
1/31/2024,64.78,4020100,64.97,65.94,64.68,372800,1759000,-93.4
2/1/2024,65.26,2499300,64.97,65.55,64.97,682700,801700,-8
2/2/2024,65.16,2611300,65.26,65.45,64.78,110720,1306063,-80.4
2/5/2024,65.74,3565900,65.16,65.94,64.97,800300,486230,21.4
2/6/2024,65.36,2392800,65.84,65.94,65.36,443800,1102057,-44.6
2/7/2024,65.36,2736300,65.36,65.65,64.97,254200,1151300,-60.5
2/15/2024,65.36,3876600,65.36,65.74,64.97,612927,2560214,-131.6
2/16/2024,67.68,11114600,65.55,67.97,65.26,1451516,3225413,-123.2
2/19/2024,69.51,6652800,68.55,70.19,68.35,918539,1608593,-49.4
2/20/2024,69.13,4385700,69.32,70,68.93,630428,738659,-7.8
2/21/2024,68.93,3590200,69.13,69.51,68.64,352429,565747,-15.3
2/22/2024,69.22,4648100,68.93,70.29,68.74,150300,1035941,-63.6
2/23/2024,68.64,6142500,69.42,70.29,68.64,1043000,534103,36.8
2/26/2024,68.64,3048400,68.64,69.32,68.35,626070,508932,8.4
2/27/2024,69.61,5282500,68.84,70,68.74,347700,1090001,-53.3
2/28/2024,69.8,3419000,70,70.19,69.13,148835,242517,-6.8
2/29/2024,69.61,6539800,70.19,70.87,69.22,542657,2139720,-115.3
3/1/2024,69.13,4397700,69.71,69.71,68.84,262800,2149535,-135
3/4/2024,69.61,5014600,69.42,70.29,69.22,898430,429902,33.7
3/5/2024,70.58,5440900,69.61,70.58,69.32,509124,1102623,-42.9
3/6/2024,69.71,3403000,70.87,71.06,69.61,514213,876707,-26.3
3/7/2024,69.61,5067600,69.32,69.71,68.93,454300,2595019,-153.4
3/8/2024,67.68,7361000,69.71,70.48,67.68,149340,1923627,-126.7
3/11/2024,67.97,4208400,68.16,68.93,67.68,364200,357900,0.6
3/12/2024,67.68,3844000,68.06,68.26,67.68,828600,1597600,-54
3/13/2024,68.45,5646500,67.77,68.55,67.68,282900,3725800,-242.7
3/14/2024,68.16,5445400,68.64,68.93,67.97,253900,2253200,-141.2
3/15/2024,67.38,4851100,68.65,68.65,67.28,259400,1625100,-94.4
3/18/2024,66.49,6796400,67.38,67.67,66.2,355100,1925800,-106.8
3/19/2024,66.4,3164500,67.08,67.08,66.4,1137500,1842900,-47.9
3/20/2024,66.59,3546900,66.4,67.18,66.1,331600,1560500,-83.3
3/21/2024,66.98,4906200,66.79,67.08,66.49,443900,3412100,-202.4
3/22/2024,66.4,6066700,67.18,67.28,66.4,210300,3433800,-219.2
3/25/2024,65.91,5450700,66.49,66.79,65.71,150600,2568900,-163.7
3/26/2024,66.3,2504200,66.01,66.49,65.91,132200,970200,-56.6
3/27/2024,66.3,2637700,66.59,66.59,66.1,44800,1017400,-65.8
3/28/2024,66.3,4470700,66.3,66.98,66.2,81900,2437600,-159.8
3/29/2024,66.2,3484600,66.98,66.98,66.1,107100,1486400,-93.3
4/1/2024,65.61,4988000,66.2,66.3,65.61,289000,2658500,-159.3
4/2/2024,65.91,4322900,65.61,66.01,65.32,137200,2062800,-129.1
4/3/2024,65.32,5046100,65.91,65.91,65.32,114600,2470300,-157.7
4/4/2024,66.79,7472800,65.32,66.98,65.32,2540100,540800,135.6
4/5/2024,66.49,4233800,66.79,66.79,66.3,1729600,1044500,46.6
4/8/2024,65.61,3666000,66.59,66.59,65.52,241200,572000,-22.2
4/9/2024,65.61,2516000,65.71,65.91,65.42,347000,1329800,-65.9
4/10/2024,65.42,2765500,65.71,65.91,65.42,409800,1393800,-65.9
4/11/2024,65.22,2947700,65.32,65.52,65.12,219900,1010000,-52.7
4/12/2024,65.32,2509200,65.42,65.71,65.22,199500,946200,-49.9
4/15/2024,63.56,5756100,65.32,65.32,63.56,165800,1299400,-75.2
4/16/2024,62.68,7128700,63.56,63.65,61.7,491000,1794800,-83.7
4/17/2024,62.87,4589800,63.07,63.56,62.87,2539700,895200,106.4
4/19/2024,62.87,4516100,62.87,63.07,61.99,1763700,300000,93.6
4/22/2024,62.68,2035200,63.36,63.95,62.68,205200,505600,-19.3
4/23/2024,62.19,2014400,62.87,62.97,61.89,86200,369100,-18
4/24/2024,62.68,2401300,62.68,62.97,62.19,460600,502600,-2.7
4/25/2024,63.36,1916000,62.68,63.46,62.58,479600,229100,16.2
4/26/2024,63.65,2940600,63.36,64.44,63.17,1273500,615900,43
5/2/2024,64.05,2563400,64.05,64.14,63.56,1336200,647400,45
5/3/2024,64.24,1966400,64.24,64.63,64.14,427600,112700,20.7
5/6/2024,64.44,2261300,64.44,65.03,64.14,410400,233700,11.6
5/7/2024,66.59,8485900,64.63,67.08,64.54,2848200,1220900,109.7
5/8/2024,66.49,2964400,66.59,66.59,65.71,669200,418500,17
5/9/2024,65.22,2998000,66.49,66.49,65.22,102500,308600,-13.8
5/10/2024,65.12,2418100,65.32,66.1,64.73,72900,274700,-13.5
5/13/2024,64.44,2732500,65.22,65.42,64.05,189000,519800,-21.9
5/14/2024,65.12,2433100,64.54,65.61,64.54,1174600,362300,54.1
5/15/2024,65.61,3234900,65.52,65.91,65.32,1462000,595300,58.1
5/16/2024,65.81,2911400,65.71,66.3,65.61,812400,248200,38
5/17/2024,65.61,4169000,65.91,66.4,65.42,263000,1344500,-72.8
5/20/2024,65.03,4920600,65.71,66.2,65.03,171600,2463300,-152.8
5/21/2024,64.83,3799500,65.03,65.22,64.44,160000,1527300,-90.5
5/22/2024,64.44,3618300,65.03,65.32,64.44,123500,1236200,-73.4
5/23/2024,65.61,2991400,64.63,65.61,64.44,302400,155100,9.9
5/24/2024,64.63,4104100,65.32,65.52,64.34,174300,1122500,-62.9
5/27/2024,64.73,2336600,64.73,65.22,64.44,162100,891800,-48.2
5/28/2024,65.42,5347500,64.93,65.91,64.73,94400,1956100,-123.9
5/29/2024,64.93,3357900,65.61,65.91,64.63,106400,1422300,-87.6
