Date,Matched Price,Volume,Open Price,High Price,Low Price,Foreign Buy,Foreign Sell,Foreign Value
2021-03-15,88.35,2379400,88.35,89.05,88.27,1005500,1174400,-17.3
2021-03-16,87.32,4121100,88.35,88.44,86.54,607700,2823300,-223.4
2021-03-17,86.89,3568400,87.32,87.32,86.54,282800,2313900,-203.9
2021-03-18,88.61,2553400,86.89,88.61,87.32,130200,1031000,-91.7
2021-03-19,87.92,2339400,88.61,88.61,87.66,211700,1388100,-119.7
2021-03-22,87.14,3416300,87.92,88.01,86.97,322800,1986500,-168.0
2021-03-23,86.63,4554300,87.14,87.14,86.19,379800,2251800,-187.6
2021-03-24,85.33,3192200,86.63,86.63,85.16,287400,801709,-51.2
2021-03-25,85.16,3152700,85.33,86.19,84.98,344200,1684600,-132.4
2021-03-26,84.21,3653700,85.16,85.16,83.51,614600,1212000,-58.3
2021-03-29,85.59,2790300,84.21,86.37,84.55,857800,1295300,-43.3
2021-03-30,85.76,2590400,85.59,86.54,85.24,2705700,2927600,-22.0
2021-03-31,85.07,2815600,85.76,85.76,84.72,354900,1774600,-139.9
2021-04-01,87.32,5594000,85.07,87.32,84.72,1158200,3025700,-186.8
2021-04-02,88.79,3840000,87.32,89.91,88.27,528000,629700,-10.4
2021-04-05,88.70,2822700,88.79,90.34,88.35,537600,525200,1.9
2021-04-06,87.75,3452600,88.70,88.79,87.14,373400,873200,-50.6
2021-04-07,86.54,3503700,87.75,87.75,86.45,730800,1634900,-90.7
2021-04-08,86.37,3603800,86.54,86.89,85.93,1051800,1354600,-30.3
2021-04-09,86.28,2716700,86.37,86.45,85.76,827900,925200,-9.8
2021-04-12,86.45,3632400,86.28,86.71,86.02,1330000,1880800,-55.1
2021-04-13,86.45,3799100,86.45,87.92,86.19,1618500,1692200,-7.2
2021-04-14,85.85,3498500,86.45,86.45,85.50,666400,2330100,-165.1
2021-04-15,85.67,3549400,85.85,86.89,85.50,1180200,1343000,-16.2
2021-04-16,83.77,4876400,85.67,85.67,83.34,104400,1631800,-148.7
2021-04-19,83.08,5722900,83.77,84.29,82.22,900400,3641060,-262.6
2021-04-20,85.85,6987200,83.08,87.32,83.77,1395800,2706438,-129.7
2021-04-22,84.72,3166300,85.85,86.02,83.86,1592900,1359200,-12.1
2021-04-23,86.02,3556800,84.72,86.37,83.69,1655700,670600,96.5
2021-04-26,82.99,5045600,86.02,86.02,82.99,2626800,3041314,-40.3
2021-04-27,82.74,3149400,82.99,83.43,82.13,3018400,3072600,-5.0
2021-04-28,81.01,5027100,82.74,82.82,80.83,1540600,2269200,-68.7
2021-04-29,80.83,6499700,81.01,81.44,79.10,1033600,3368800,-216.1
2021-05-04,79.19,4112800,80.83,80.83,79.10,1104000,1614800,-46.6
2021-05-05,79.54,3792300,79.19,80.40,79.19,1024500,1725700,-64.6
2021-05-06,77.46,7448600,79.54,79.54,77.46,753500,3925800,-287.3
2021-05-07,75.21,6744500,77.46,77.46,75.04,1121500,2211500,-95.7
2021-05-10,80.40,8176900,75.21,80.40,74.44,2787200,2275100,46.3
2021-05-11,78.84,4197000,80.40,81.70,78.84,618900,914200,-27.1
2021-05-12,79.36,3199300,78.84,79.71,77.81,681100,682600,-0.2
2021-05-13,78.24,3118400,79.36,79.36,78.24,609500,325200,25.8
2021-05-14,77.38,4391200,78.24,78.84,77.38,646400,1921000,-114.9
2021-05-17,75.39,5001300,77.38,77.81,75.39,475300,2476400,-176.1
2021-05-18,75.21,2970100,75.39,76.08,75.04,68100,1076000,-88.0
2021-05-19,75.65,3526100,75.21,76.94,75.30,930900,2184907,-110.2
2021-05-20,76.08,2800500,75.65,76.16,75.21,567300,1002000,-38.1
2021-05-21,77.12,3942800,76.08,78.50,75.30,2319700,2433420,-9.9
2021-05-24,78.84,4349800,77.12,79.45,77.38,801000,270900,48.2
2021-05-25,78.24,2791200,78.84,78.84,77.81,910200,543800,33.2
2021-05-26,78.67,3773300,78.24,79.45,77.20,1479200,741900,67.1
2021-05-27,78.24,2924300,78.67,79.19,77.81,911400,174100,67.1
2021-05-28,78.76,3122200,78.24,79.28,78.15,651100,176400,43.2
2021-05-31,78.24,3095900,78.76,79.54,77.98,827200,1006991,-16.3
2021-06-01,77.72,2339900,78.24,78.41,77.72,133800,541100,-36.7
2021-06-02,77.29,3672400,77.72,77.72,76.94,203400,869500,-59.5
2021-06-03,77.98,3629000,77.29,78.50,77.63,618500,1054200,-39.3
2021-06-04,77.38,4564400,77.98,78.67,77.03,570700,2484000,-171.8
2021-06-07,78.25,3736600,77.38,78.43,77.03,761000,729800,3.0
2021-06-08,78.51,5477700,78.25,79.91,78.25,1247600,2404798,-104.5
2021-06-09,77.99,3013500,78.51,78.86,77.73,754100,622000,11.8
2021-06-10,80.70,5619300,77.99,81.93,77.55,1748000,737600,90.7
2021-06-11,80.53,2940400,80.70,80.96,79.83,614200,144400,43.2
2021-06-14,80.96,4875100,80.53,81.84,80.09,1075500,741100,30.7
2021-06-15,81.31,4534800,80.96,81.58,80.61,1811600,1315100,46.0
2021-06-16,80.35,3041200,81.31,81.40,79.91,1540300,915200,57.8
2021-06-17,79.65,2388800,80.35,80.70,79.48,832900,140400,63.4
2021-06-18,80.61,2971800,79.65,81.14,80.00,3227600,2178294,96.8
2021-06-21,79.30,4193600,80.61,80.61,79.30,414500,1463700,-95.5
2021-06-22,79.30,2242800,79.30,80.09,79.30,1260200,1230600,2.8
2021-06-23,78.78,3357300,79.30,79.48,78.51,509000,553700,-4.1
2021-06-24,77.64,4225000,78.78,78.95,77.29,353500,599124,-21.9
2021-06-25,78.51,2079300,77.64,78.69,77.64,609200,192200,37.2
2021-06-28,78.08,1847900,78.51,78.95,77.90,363900,136000,20.4
2021-06-29,79.65,4368100,78.08,80.26,77.90,1139500,102800,93.7
2021-06-30,79.13,2115600,79.65,79.74,78.95,821200,684400,12.4
2021-07-01,79.56,3811500,79.13,79.91,79.13,850600,798000,4.7
2021-07-02,78.86,2750900,79.56,79.65,78.86,925700,707700,19.8
2021-07-05,78.08,2931000,78.86,79.13,77.55,363300,516200,-12.3
2021-07-06,76.15,4706900,78.08,78.60,76.15,773100,1218900,-39.6
2021-07-07,78.60,4738700,76.15,78.60,75.80,2242100,161000,183.7
2021-07-08,77.38,1908900,78.60,78.60,77.03,667300,305700,24.5
2021-07-09,76.15,3058100,77.38,77.38,76.06,904000,689800,18.7
2021-07-12,75.54,4833100,76.15,77.03,73.79,624300,401500,18.9
2021-07-13,73.79,2883300,75.54,75.71,73.70,402900,1559300,-98.0
2021-07-14,74.40,4180200,73.79,75.01,73.79,2072200,2111700,-2.8
2021-07-15,74.57,3284100,74.40,75.54,73.96,1971400,962800,86.0
2021-07-16,75.19,1449600,74.57,75.45,74.66,587700,66300,44.8
2021-07-19,74.40,4111700,75.19,75.19,73.52,1511300,73300,121.8
2021-07-20,75.19,3207300,74.40,75.27,73.79,1517700,1373600,12.5
2021-07-21,74.66,1696200,75.19,75.19,74.57,1020600,997800,2.0
2021-07-22,75.98,2152400,74.66,76.24,74.66,765400,165600,51.8
2021-07-23,76.68,4126700,75.98,78.60,75.36,1622800,401500,106.1
2021-07-26,77.81,2791500,76.68,78.08,76.94,258700,223100,3.2
2021-07-27,76.59,2388200,77.81,78.34,76.59,288900,700600,-36.2
2021-07-28,76.06,1665500,76.59,76.59,75.80,545500,453000,8.0
2021-07-29,75.98,2648300,76.06,76.76,75.27,492200,419900,6.5
2021-07-30,75.36,4405200,75.98,76.33,75.19,260200,744200,-41.8
2021-08-02,75.71,2574300,75.36,76.06,75.27,536500,1022300,-42.0
2021-08-03,76.24,2714600,75.71,76.59,75.80,571000,725900,-13.6
2021-08-04,76.24,2873000,76.24,76.59,76.15,1201500,1025400,15.3
2021-08-05,75.80,2833600,76.24,76.24,75.80,164200,1116200,-82.6
2021-08-06,76.33,3960600,75.80,77.38,75.80,484700,1411200,-81.0
2021-08-09,76.76,2731300,76.33,76.94,76.15,1452700,2285500,-72.8
2021-08-10,78.25,5833300,76.76,78.78,77.03,890300,932900,-3.6
2021-08-11,79.56,5330400,78.25,80.00,78.60,1311100,848600,42.6
2021-08-12,79.21,4287800,79.56,80.09,79.04,1203040,1814240,-55.4
2021-08-13,78.69,4105500,79.21,79.21,78.08,1133700,867000,25.2
2021-08-16,78.34,3270800,78.69,79.30,77.90,98400,670300,-51.4
2021-08-17,78.16,2202200,78.34,78.86,77.99,632600,1016600,-34.4
2021-08-18,78.78,4710100,78.16,79.56,78.25,155300,1964800,-163.4
2021-08-19,79.04,3061300,78.78,79.21,78.60,479400,973800,-44.6
2021-08-20,76.85,4326800,79.04,79.04,76.15,111100,533500,-37.8
2021-08-23,75.27,4356500,76.85,76.85,75.27,598500,329600,23.3
2021-08-24,75.54,2375700,75.27,76.15,75.01,433900,154500,24.2
2021-08-25,76.06,1675500,75.54,76.24,75.27,268600,296500,-2.4
2021-08-26,76.15,1896000,76.06,76.76,75.89,739200,245100,43.2
2021-08-27,76.15,2346900,76.15,76.59,75.89,480200,756900,-24.1
2021-08-30,76.50,4306000,76.15,76.68,76.15,657864,3068464,-210.6
2021-08-31,76.50,2957200,76.50,76.68,76.24,681200,1251100,-49.8
2021-09-01,77.11,3430100,76.50,77.73,76.33,1044200,1701700,-57.9
2021-09-06,77.29,3212200,77.11,77.73,77.20,820300,1687600,-76.8
2021-09-07,76.84,2622200,77.29,78.18,76.84,770700,1212600,-38.3
2021-09-08,76.04,3682200,76.84,76.84,75.95,784500,1448500,-56.8
2021-09-09,75.86,2452400,76.04,76.13,75.68,220600,1354100,-96.7
2021-09-10,77.02,3962100,75.86,77.47,75.68,3046900,3700600,-55.0
2021-09-13,77.64,2956200,77.02,77.82,76.84,822900,395400,37.3
2021-09-14,77.47,2482900,77.64,77.73,77.11,1686600,1489900,17.1
2021-09-15,76.66,2425000,77.47,77.47,76.66,392900,1229600,-72.2
2021-09-16,76.93,1825400,76.66,77.02,76.49,2099500,2567700,-40.3
2021-09-17,77.02,5292600,76.93,78.71,76.84,1927100,2232600,-25.8
2021-09-20,78.98,5447700,77.02,79.34,77.73,1289400,225000,93.9
2021-09-21,79.07,3096300,78.98,79.16,78.09,969400,126100,74.4
2021-09-22,81.47,10050100,79.07,81.65,78.80,2537400,2080200,41.5
2021-09-23,80.85,3941300,81.47,82.27,80.49,1673300,1577800,8.8
2021-09-24,80.76,2990000,80.85,81.38,80.58,1285600,935000,31.7
2021-09-27,79.07,5053900,80.76,81.38,79.07,1845500,642900,108.3
2021-09-28,79.51,3757200,79.07,80.05,78.36,1646200,662080,87.5
2021-09-29,79.78,2763400,79.51,80.23,78.98,1043600,342500,62.5
2021-09-30,79.78,2799400,79.78,80.76,79.78,2212200,1297900,82.3
2021-10-01,79.96,3805400,79.78,80.49,79.34,3693955,3094355,53.6
2021-10-04,80.31,3060200,79.96,81.12,80.23,650500,869200,-19.9
2021-10-05,79.78,2268000,80.31,80.40,79.78,640300,400600,21.5
2021-10-06,79.51,2498500,79.78,80.23,79.42,556500,659300,-9.2
2021-10-07,79.07,2981800,79.51,79.60,79.07,861700,1049300,-16.7
2021-10-08,79.78,2618600,79.07,80.14,78.98,514400,1149000,-56.6
2021-10-11,80.14,2474800,79.78,80.49,79.69,505600,1099300,-42.1
2021-10-12,80.49,3616300,80.14,81.29,80.23,636400,1189500,-50.1
2021-10-13,80.23,3793100,80.49,81.29,80.14,869600,1598900,-66.0
2021-10-14,80.14,2006400,80.23,80.58,79.78,685100,763000,-7.0
2021-10-15,80.14,3206000,80.14,80.76,79.78,1952000,1378900,51.7
2021-10-18,79.96,2305800,80.14,80.23,79.42,1313892,1446792,-11.9
2021-10-19,80.40,5984500,79.96,80.58,79.96,4358800,4122154,21.3
2021-10-20,80.14,3480500,80.40,80.67,79.25,3789524,3083224,63.6
2021-10-21,79.34,2936500,80.14,80.23,79.34,2862900,1699600,104.5
2021-10-22,80.58,4487700,79.34,80.58,79.42,3234600,1381500,166.7
2021-10-25,80.23,2769500,80.58,80.67,80.05,1946600,1997100,-4.6
2021-10-26,79.78,1641200,80.23,80.31,79.60,75700,643500,-50.9
2021-10-27,80.49,3549900,79.78,80.67,79.87,1133500,1218600,-7.7
2021-10-28,80.67,4093700,80.49,81.47,80.58,1583100,1999200,-37.8
2021-10-29,80.76,3748500,80.67,81.03,80.40,2205400,2228500,-2.1
2021-11-01,80.14,5083800,80.76,81.29,79.96,257300,1571300,-118.8
2021-11-02,79.42,4888900,80.14,80.14,79.25,79300,958200,-78.5
2021-11-03,78.53,5547900,79.42,79.69,78.53,1482600,1946900,-41.3
2021-11-04,78.71,2513000,78.53,78.98,78.44,44100,535400,-42.6
2021-11-05,79.42,2654600,78.71,79.60,78.80,1374400,1298100,6.9
2021-11-08,80.85,6171800,79.42,81.12,79.78,2505600,1589200,82.9
2021-11-09,79.96,3695000,80.85,81.12,79.87,916600,863700,4.8
2021-11-10,79.87,2666100,79.96,80.23,79.51,100500,898300,-71.5
2021-11-11,79.78,3380600,79.87,80.49,79.51,291600,942600,-58.4
2021-11-12,79.51,2120400,79.78,80.23,79.34,575000,653300,-6.9
2021-11-15,79.25,3268000,79.51,79.78,79.25,536900,1184300,-57.7
2021-11-16,78.89,3251700,79.25,79.51,78.80,640000,821400,-16.1
2021-11-17,79.07,2514400,78.89,79.78,78.89,1273000,1767300,-43.9
2021-11-18,78.36,3900000,79.07,79.07,78.36,656900,1255300,-52.8
2021-11-19,76.66,5151200,78.36,78.71,76.58,217000,1444200,-107.0
2021-11-22,76.75,3497600,76.66,77.02,76.49,776600,1052600,-23.8
2021-11-23,76.84,2198800,76.75,77.20,76.58,473100,1319371,-73.0
2021-11-24,77.91,2124500,76.84,77.91,77.02,520700,227500,25.5
2021-11-25,77.91,2175400,77.91,78.53,77.64,271700,336600,-5.7
2021-11-26,78.62,3015700,77.91,79.07,77.91,795500,225100,50.3
2021-11-29,77.91,2835900,78.62,78.62,77.64,563400,343500,20.6
2021-11-30,78.00,3177100,77.91,79.07,78.00,1083500,972400,9.9
2021-12-01,77.91,1894500,78.00,78.89,77.82,1213500,1224800,-0.8
2021-12-02,77.82,1254100,77.91,78.36,77.82,963700,709200,22.3
2021-12-03,76.40,2900400,77.82,78.36,76.40,1053600,874800,15.6
2021-12-06,75.95,3168200,76.40,77.11,75.95,1060200,176800,76.1
2021-12-07,77.02,1530000,75.95,77.02,76.04,499600,590700,-7.8
2021-12-08,76.58,1294500,77.02,77.02,76.31,900400,1198623,-25.7
2021-12-09,77.47,1449900,76.58,77.55,76.31,912400,745300,14.5
2021-12-10,76.84,1485000,77.47,77.47,76.40,95600,513100,-36.0
2021-12-13,76.93,1495700,76.84,77.29,76.58,795216,434916,28.5
2021-12-14,76.84,1671200,76.93,77.38,76.75,759400,677900,7.1
2021-12-15,76.84,1214100,76.84,77.20,76.84,469100,162800,26.5
2021-12-16,77.11,1610300,76.84,77.11,76.58,880500,153400,62.9
2021-12-17,76.31,2660200,77.11,77.20,76.31,1212300,1761900,-46.8
2021-12-20,76.31,1807000,76.31,76.84,76.22,785300,393900,33.6
2021-12-21,76.13,1192900,76.31,76.58,76.13,641400,286600,30.4
2021-12-22,76.04,1844400,76.13,76.75,75.95,457500,340200,10.1
2021-12-23,75.42,2147800,76.04,76.04,75.24,540600,330100,17.9
2021-12-24,76.58,1148400,75.42,76.58,75.42,392800,121000,23.2
2021-12-27,76.66,1138300,76.58,76.93,76.31,415200,88200,28.1
2021-12-28,76.13,1544400,76.66,76.75,75.86,222800,465500,-20.8
2021-12-29,75.86,945400,76.13,76.22,75.77,121400,34200,7.4
2021-12-30,75.95,893100,75.86,76.22,75.77,161100,14500,12.5
2021-12-31,76.93,2325100,75.95,77.91,75.95,149100,88100,5.3
2022-01-04,77.20,1885600,76.93,77.82,77.20,354200,685800,-28.9
2022-01-05,76.75,3124600,77.20,77.47,76.58,645100,1661200,-87.8
2022-01-06,76.04,2848200,76.75,76.75,75.95,113600,1349700,-105.8
2022-01-07,75.86,2553900,76.04,76.22,75.68,65900,1540384,-125.6
2022-01-10,75.77,2146400,75.86,76.95,75.59,368600,787500,-34.1
2022-01-11,75.77,1829000,75.77,76.04,75.59,563100,252100,26.1
2022-01-12,75.23,2183600,75.77,75.86,74.87,585600,496600,7.4
2022-01-13,75.23,1711600,75.23,75.77,75.05,151400,391400,-19.9
2022-01-14,76.68,2516600,75.23,77.04,74.87,1268000,303100,81.3
2022-01-17,76.13,931900,76.68,76.95,75.95,860400,255000,50.7
2022-01-18,75.50,2100400,76.13,76.13,74.78,891800,289700,50.1
2022-01-19,75.50,1764900,75.50,75.59,74.87,1060500,922500,11.5
2022-01-20,75.14,1488400,75.50,75.50,75.05,471100,337400,11.1
2022-01-21,74.78,1576400,75.14,75.41,74.69,583000,253400,27.3
2022-01-24,73.33,2222200,74.78,74.87,73.33,799400,623920,14.2
2022-01-25,71.70,3758600,73.33,73.33,71.61,527700,2288300,-140.1
2022-01-26,72.15,1452100,71.70,72.88,71.79,553800,354600,16.9
2022-01-27,75.23,2039000,72.15,75.50,72.51,568100,292200,22.5
2022-01-28,75.23,2257400,75.23,76.23,74.96,1043900,1500100,-38.1
2022-02-07,75.59,1324200,75.23,76.04,75.05,657800,706900,-4.0
2022-02-08,74.23,2708900,75.59,75.59,74.23,1108000,1721200,-50.2
2022-02-09,74.96,1799300,74.23,75.77,74.23,888400,402300,40.3
2022-02-10,74.87,1612500,74.96,75.41,74.51,724100,465900,21.4
2022-02-11,74.23,1624600,74.87,74.87,74.14,891500,1182498,-23.9
2022-02-14,73.42,2971800,74.23,74.23,73.33,1012100,673800,27.6
2022-02-15,73.51,1465300,73.42,73.78,73.33,421500,528500,-8.7
2022-02-16,72.79,2825100,73.51,73.60,72.69,869700,1858600,-79.7
2022-02-17,73.15,1787700,72.79,73.51,72.79,862300,1182400,-25.9
2022-02-18,72.97,1808100,73.15,73.15,72.51,654900,833900,-14.4
2022-02-21,73.33,1280600,72.97,73.87,73.24,148400,219900,-5.8
2022-02-22,72.42,3204500,73.33,73.33,72.15,669600,843100,-13.7
2022-02-23,72.42,2200300,72.42,72.88,72.24,117700,1159100,-83.3
2022-02-24,71.16,2723500,72.42,72.42,71.07,74600,448800,-29.6
2022-02-25,71.43,1347700,71.16,71.97,71.43,197300,114700,6.5
2022-02-28,70.97,2258900,71.43,71.52,70.43,506600,654400,-11.5
2022-03-01,71.70,1273100,70.97,71.88,70.79,426300,189800,18.7
2022-03-02,71.07,2037100,71.70,71.70,70.61,699600,823500,-9.7
2022-03-03,70.97,1486600,71.07,71.52,70.79,626000,899100,-21.5
2022-03-04,70.52,2511600,70.97,70.97,70.43,989400,1890000,-70.3
2022-03-07,69.53,3530800,70.52,70.52,69.44,811600,1938100,-86.7
2022-03-08,68.89,2383000,69.53,69.53,68.80,499200,1190100,-52.7
2022-03-09,67.99,3003700,68.89,69.53,67.90,325400,1674480,-102.0
2022-03-10,69.80,2971800,67.99,70.52,68.80,658200,836700,-13.7
2022-03-11,70.61,2322900,69.80,71.07,69.80,546500,196800,27.3
2022-03-14,69.89,1654700,70.61,70.61,69.62,912800,786610,9.8
2022-03-15,69.89,1482600,69.89,70.16,69.07,1015700,568900,34.4
2022-03-16,69.98,1850400,69.89,70.61,69.71,906100,430600,36.8
2022-03-17,69.16,1354400,69.98,70.43,69.16,1028700,655700,28.9
2022-03-18,68.80,4233000,69.16,69.71,68.80,1834100,3819900,-150.9
2022-03-21,70.25,1884100,68.80,70.52,68.80,1409900,717700,53.4
2022-03-22,69.62,2390200,70.25,70.52,69.53,997200,1596000,-46.1
2022-03-23,68.89,3226000,69.62,69.71,68.71,785700,1951600,-89.0
2022-03-24,68.44,3389800,68.89,68.89,68.08,484200,2190208,-128.8
2022-03-25,68.08,2699500,68.44,68.62,67.99,464900,1313200,-63.9
2022-03-28,66.45,4038700,68.08,68.44,66.45,141600,1551500,-104.7
2022-03-29,68.35,2139300,66.45,68.35,66.54,1279300,933740,25.9
2022-03-30,68.98,3413800,68.35,69.35,67.99,919200,342600,44.0
2022-03-31,73.24,9645800,68.98,73.33,68.80,2918900,167600,218.2
2022-04-01,73.96,6112000,73.24,74.87,72.69,2480900,123000,193.2
2022-04-04,74.41,3808700,73.96,74.69,73.78,2007600,528700,121.2
2022-04-05,72.79,2202100,74.41,74.41,72.79,338100,190000,12.0
2022-04-06,71.79,4306700,72.79,73.51,71.61,845800,308700,43.1
2022-04-07,71.07,1760300,71.79,72.42,71.07,99500,244600,-11.5
2022-04-08,69.98,2738300,71.07,71.61,69.98,119100,725600,-47.4
2022-04-12,69.53,1776300,69.98,70.43,69.25,38000,203500,-12.7
2022-04-13,69.89,2118800,69.53,71.07,69.44,189800,602200,-31.9
2022-04-14,69.07,1810200,69.89,70.61,69.07,114300,639700,-40.3
2022-04-15,69.25,1362400,69.07,70.25,68.80,326500,163800,13.3
2022-04-18,69.71,2564300,69.25,70.52,69.16,338900,401400,-4.8
2022-04-19,68.80,1670200,69.71,70.34,68.80,282300,362900,-6.3
2022-04-20,68.44,1931100,68.80,69.44,68.44,345300,208300,10.4
2022-04-21,67.90,4615600,68.44,69.25,67.90,1942800,1192500,56.7
2022-04-22,68.71,2800400,67.90,69.25,68.35,1411200,266300,87.0
2022-04-25,66.54,2659800,68.71,69.07,66.09,908300,227400,50.7
2022-04-26,68.71,3883000,66.54,68.80,64.18,1947500,676500,93.7
2022-04-27,67.90,1826000,68.71,68.71,66.72,630500,615300,1.2
2022-04-28,67.26,1911000,67.90,67.90,66.81,1334200,1352200,-1.3
2022-04-29,67.17,1630100,67.26,67.90,66.99,748800,933900,-13.8
2022-05-04,65.63,1763900,67.17,67.35,65.63,91600,229900,-10.2
2022-05-05,65.27,1548200,65.63,66.27,64.73,103000,607100,-36.5
2022-05-06,63.55,2109800,65.27,65.27,62.92,149100,466700,-22.3
2022-05-09,63.37,2392100,63.55,64.73,63.01,579300,342300,16.6
2022-05-10,63.91,3106500,63.37,65.09,63.37,1180300,1533100,-24.9
2022-05-11,62.92,1793700,63.91,64.37,62.92,100600,1102100,-70.2
2022-05-12,60.20,3189100,62.92,63.19,60.20,900400,401800,34.0
2022-05-13,59.84,4590600,60.20,61.38,59.66,2655000,1309600,89.5
2022-05-16,59.57,1977800,59.84,61.20,59.48,1325000,1192300,8.7
2022-05-17,63.37,2105100,59.57,63.37,59.02,1091500,190600,63.1
2022-05-18,63.64,1983200,63.37,63.82,62.92,911400,294900,43.3
2022-05-19,62.46,1449400,63.64,63.64,62.46,789800,308400,33.2
2022-05-20,61.65,1296200,62.46,63.28,61.56,354400,344300,0.7
2022-05-23,60.02,2022200,61.65,62.19,59.93,224800,960300,-48.8
2022-05-24,62.37,2033000,60.02,62.37,60.20,625200,366100,17.9
2022-05-25,65.09,2362100,62.37,65.45,62.37,757900,132700,45.0
2022-05-26,64.55,1530800,65.09,65.09,64.00,213200,245200,-2.3
2022-05-27,66.09,3456900,64.55,66.36,64.00,1752800,973400,56.9
2022-05-30,65.63,2124400,66.09,66.09,65.18,858400,915200,-4.1
2022-05-31,64.91,2058700,65.63,65.63,64.91,620700,798800,-12.8
2022-06-01,65.09,1229600,64.91,65.72,64.55,513600,726200,-15.3
2022-06-02,64.37,1487800,65.09,65.18,64.09,544100,739300,-13.9
2022-06-03,63.64,1052800,64.37,64.55,63.37,323000,581900,-18.2
2022-06-06,64.09,1432000,63.64,64.46,63.37,206000,423400,-15.4
2022-06-07,63.91,1322200,64.09,64.09,63.37,274800,566600,-20.6
2022-06-08,64.28,1698600,63.91,64.64,64.00,230800,570800,-24.1
2022-06-09,63.55,1045100,64.28,64.37,63.55,197000,652700,-32.0
2022-06-10,62.92,1483300,63.55,63.55,62.92,236600,557500,-22.3
2022-06-13,60.11,2379700,62.92,62.92,59.93,236000,643200,-27.0
2022-06-14,59.84,1393200,60.11,61.11,59.21,324800,629000,-20.1
2022-06-15,58.39,2680600,59.84,60.20,58.39,1523900,2724700,-77.5
2022-06-16,61.56,2215500,58.39,61.83,58.84,1248900,590900,44.7
2022-06-17,60.38,2502800,61.56,62.10,59.02,1764200,898900,57.7
2022-06-20,62.46,2588200,60.38,63.10,60.11,939400,69300,60.0
2022-06-21,66.72,4839300,62.46,66.81,62.28,3176200,1105300,152.6
2022-06-22,63.91,2214000,66.72,66.72,63.91,303200,1080000,-54.8
2022-06-23,64.00,1103100,63.91,65.18,63.37,34100,168100,-9.5
2022-06-24,64.73,1684400,64.00,66.00,64.18,499600,369600,9.3
2022-06-27,64.37,1804300,64.73,65.27,63.64,227600,745200,-36.7
2022-06-28,64.09,3037200,64.37,65.81,63.46,611800,1921700,-92.7
2022-06-29,65.45,1941000,64.09,65.81,63.91,879600,1186200,-21.9
2022-06-30,65.36,3582600,65.45,67.72,65.36,408300,845300,-31.6
2022-07-01,66.72,2859000,65.36,66.90,65.18,820500,403500,30.7
2022-07-04,67.99,3139300,66.72,68.62,66.81,923200,495900,32.1
2022-07-05,66.18,2590800,67.99,68.26,66.09,630600,199400,31.5
2022-07-06,65.34,2360100,66.18,66.18,64.24,785400,578900,14.6
2022-07-07,67.47,3049600,65.34,67.47,64.70,1739300,56700,122.8
2022-07-08,67.47,1704200,67.47,67.75,67.01,554200,1555700,53.5
2022-07-11,67.47,2556900,67.47,69.04,66.55,1234500,501300,53.5
2022-07-12,67.75,976100,67.47,68.30,67.10,712000,408600,22.2
2022-07-13,67.01,1423500,67.75,68.03,66.92,602300,219400,27.8
2022-07-14,66.92,982300,67.01,67.66,66.73,513200,298120,15.6
2022-07-15,66.18,1475000,66.92,67.47,66.18,479800,138600,24.4
2022-07-18,66.27,1106700,66.18,66.73,66.08,463000,97700,26.2
2022-07-19,67.29,1530100,66.27,67.38,66.18,973900,433300,39.4
2022-07-20,67.47,1167800,67.29,68.03,67.29,423000,97600,23.8
2022-07-21,67.66,1720500,67.47,68.03,66.73,501800,464400,2.7
2022-07-22,66.55,712300,67.66,67.66,66.55,34100,168100,-1.0
2022-07-25,67.38,1242600,66.55,67.38,66.36,449900,145900,22.2
2022-07-26,66.55,1154000,67.38,67.47,66.36,745200,978800,-16.8
2022-07-27,66.73,789500,66.55,67.10,66.36,590100,400300,13.7
2022-07-28,67.10,1219400,66.73,67.29,66.82,801900,744700,4.2
2022-07-29,67.29,2582800,67.10,68.03,66.92,1056600,1121400,-4.7
2022-08-01,67.93,2527600,67.29,67.93,66.73,1385100,1308800,5.6
2022-08-02,67.84,2600900,67.93,68.58,67.19,960900,1699600,-54.2
2022-08-03,67.84,3134700,67.84,67.93,67.01,1402600,1307400,7.0
2022-08-04,67.75,1720600,67.84,67.84,67.29,202500,209600,-0.5
2022-08-05,67.10,2135400,67.75,67.84,67.10,418200,798000,-27.6
2022-08-08,66.73,2795800,67.10,67.10,66.64,619100,1404000,-56.7
2022-08-09,66.55,2129800,66.73,66.92,66.55,617700,939900,-23.2
2022-08-10,67.01,1544800,66.55,67.10,66.55,1291800,1480800,-13.7
2022-08-11,65.71,3884600,67.01,67.10,65.34,347500,1810200,-104.0
2022-08-12,66.45,1796100,65.71,66.45,65.62,688100,891100,-14.6
2022-08-15,66.08,2525800,66.45,66.55,65.90,52000,1654900,-114.6
2022-08-16,66.36,1688300,66.08,66.92,66.27,1606200,1804356,-14.2
2022-08-17,67.10,1316400,66.36,67.10,66.27,309100,125700,13.3
2022-08-18,67.84,4230600,67.10,68.03,67.10,1839500,257000,116.2
2022-08-19,68.49,5225600,67.84,68.86,67.38,1844100,251100,118.0
2022-08-22,68.12,2071700,68.49,69.13,68.12,777900,124500,48.2
2022-08-23,70.06,4551200,68.12,70.15,68.03,2254100,84400,164.5
2022-08-24,71.81,5443600,70.06,72.37,70.06,2761500,761400,155.4
